timestamp,status,direction,grade,trend,pullback,rejection,volume,open_interest,poc,vah,val,current_price,open,high,low,bar_volume,sma20_volume,elapsed_seconds,ema_10,vwap,ema_slope,engine_version
2026-08-06T09:37:59.417711+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,High,Falling,Above,Below,Above,57980.4,57960.0,57999.0,57942.6,5520.0,7035.0,179.416689,57911.791791781776,57954.51197266785,-3.1636363636353053,1904c465
2026-08-06T09:38:12.477715+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,Normal,Falling,Above,Below,Above,57985.2,57960.0,57999.0,57942.6,5640.0,7035.0,192.477715,57912.6645190545,57954.55305456702,-2.472727272725024,1904c465
2026-08-06T09:38:54.686803+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,Normal,Falling,Above,Rejected,Above,57997.0,57960.0,57999.0,57942.6,6270.0,7035.0,234.685329,57914.80997359996,57954.837931541064,2.981818181819108,1904c465
2026-08-06T09:39:14.769541+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Above,Above,58010.0,57960.0,58010.0,57942.6,8250.0,7035.0,254.768541,57917.17360996359,57956.11788722341,4.509090909086808,1904c465
2026-08-06T09:40:00.081653+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Rejected,Above,58018.8,57960.0,58025.0,57942.6,9780.0,7378.5,300.0,57918.773609963595,57957.44495669181,3.7818181818220182,1904c465
2026-08-06T09:40:01.084711+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Rejected,Above,58018.8,58018.8,58018.8,58018.8,30.0,7378.5,1.083715,57936.96022633385,57957.470660522275,21.968434552079998,1904c465
2026-08-06T09:40:30.098057+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Rejected,Above,58019.8,58018.8,58019.8,58015.0,180.0,7378.5,30.09495,57937.14204451567,57957.59726867336,18.51388909752859,1904c465
2026-08-06T09:40:33.134601+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,58010.2,58018.8,58020.0,58010.2,330.0,7378.5,33.134601,57935.396589970216,57957.71508830482,16.768434552075632,1904c465
2026-08-06T09:40:41.132606+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Rejected,Above,58020.0,58018.8,58020.0,58010.2,390.0,7378.5,41.132606,57937.17840815203,57957.76701403363,18.18661637025798,1904c465
2026-08-06T09:41:00.182583+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,58018.8,58018.8,58020.0,58010.2,570.0,7378.5,60.17757,57936.96022633385,57957.92227304227,18.18661637025798,1904c465
2026-08-06T09:41:05.188591+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Rejected,Above,58020.0,58018.8,58020.0,58010.2,600.0,7378.5,65.187671,57937.17840815203,57957.94757550568,0.21818181817798177,1904c465
2026-08-06T09:41:13.244805+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,58015.0,58018.8,58020.0,58010.2,630.0,7378.5,73.24392,57936.26931724294,57957.97335549093,-0.6909090909102815,1904c465
2026-08-06T09:41:21.268861+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Rejected,Above,58020.0,58018.8,58020.0,58010.2,660.0,7378.5,81.268861,57937.17840815203,57957.99703765227,0.21818181817798177,1904c465
2026-08-06T09:41:24.274981+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,58015.0,58018.8,58020.0,58010.2,720.0,7378.5,84.274981,57936.26931724294,57958.04641770401,0.0,1904c465
